shape,time,contract,value,Load Zone
OFFPEAK,1612137600000,PXD,45.25,DPL
OFFPEAK,1614556800000,PXD,28.4,DPL
OFFPEAK,1617235200000,PXD,21.7,DPL
OFFPEAK,1619827200000,PXD,19.15,DPL
OFFPEAK,1622505600000,PXD,19.55,DPL
OFFPEAK,1625097600000,PXD,24.5,DPL
OFFPEAK,1627776000000,PXD,22.95,DPL
OFFPEAK,1630454400000,PXD,19.65,DPL
OFFPEAK,1633046400000,PXD,19.85,DPL
OFFPEAK,1635724800000,PXD,20.3,DPL
OFFPEAK,1638316800000,PXD,26.55,DPL
OFFPEAK,1640995200000,PXD,46,DPL
OFFPEAK,1643673600000,PXD,42.9,DPL
OFFPEAK,1646092800000,PXD,28.55,DPL
ONPEAK,1554076800000,PZB,34.85,PENELEC
ONPEAK,1556668800000,PZB,32.05,PENELEC
ONPEAK,1559347200000,PZB,32.6,PENELEC
ONPEAK,1561939200000,PZB,39,PENELEC
ONPEAK,1564617600000,PZB,37.05,PENELEC
ONPEAK,1567296000000,PZB,35.6,PENELEC
ONPEAK,1569888000000,PZB,34.05,PENELEC
ONPEAK,1572566400000,PZB,34.4,PENELEC
ONPEAK,1575158400000,PZB,37.7,PENELEC
ONPEAK,1577836800000,PZB,52.65,PENELEC
ONPEAK,1580515200000,PZB,49.7,PENELEC
ONPEAK,1583020800000,PZB,37.95,PENELEC
ONPEAK,1585699200000,PZB,34.25,PENELEC
ONPEAK,1588291200000,PZB,34.1,PENELEC
ONPEAK,1590969600000,PZB,33.85,PENELEC
ONPEAK,1593561600000,PZB,39.8,PENELEC
ONPEAK,1596240000000,PZB,36.5,PENELEC
ONPEAK,1598918400000,PZB,35,PENELEC
ONPEAK,1601510400000,PZB,32.8,PENELEC
ONPEAK,1604188800000,PZB,32.75,PENELEC
ONPEAK,1606780800000,PZB,35.6,PENELEC
ONPEAK,1609459200000,PZB,50.65,PENELEC
ONPEAK,1612137600000,PZB,47.2,PENELEC
ONPEAK,1614556800000,PZB,37.2,PENELEC
ONPEAK,1617235200000,PZB,32.8,PENELEC
ONPEAK,1619827200000,PZB,33.4,PENELEC
ONPEAK,1622505600000,PZB,32.7,PENELEC
ONPEAK,1625097600000,PZB,39.05,PENELEC
ONPEAK,1627776000000,PZB,35.45,PENELEC
ONPEAK,1630454400000,PZB,32.8,PENELEC
ONPEAK,1633046400000,PZB,31.35,PENELEC
ONPEAK,1635724800000,PZB,31.7,PENELEC
ONPEAK,1638316800000,PZB,34.6,PENELEC
ONPEAK,1640995200000,PZB,49,PENELEC
ONPEAK,1643673600000,PZB,45.85,PENELEC
ONPEAK,1646092800000,PZB,36.75,PENELEC
OFFPEAK,1554076800000,PZD,26.15,PENELEC
OFFPEAK,1556668800000,PZD,22.55,PENELEC
OFFPEAK,1559347200000,PZD,23.4,PENELEC
OFFPEAK,1561939200000,PZD,26.1,PENELEC
OFFPEAK,1564617600000,PZD,24.15,PENELEC
OFFPEAK,1567296000000,PZD,24.7,PENELEC
OFFPEAK,1569888000000,PZD,25.5,PENELEC
OFFPEAK,1572566400000,PZD,26,PENELEC
OFFPEAK,1575158400000,PZD,30.3,PENELEC
OFFPEAK,1577836800000,PZD,44.4,PENELEC
OFFPEAK,1580515200000,PZD,41.05,PENELEC
OFFPEAK,1583020800000,PZD,29.75,PENELEC
OFFPEAK,1585699200000,PZD,25.75,PENELEC
OFFPEAK,1588291200000,PZD,23.35,PENELEC
OFFPEAK,1590969600000,PZD,22.3,PENELEC
OFFPEAK,1593561600000,PZD,25.55,PENELEC
OFFPEAK,1596240000000,PZD,24.05,PENELEC
OFFPEAK,1598918400000,PZD,23.35,PENELEC
OFFPEAK,1601510400000,PZD,23.65,PENELEC
OFFPEAK,1604188800000,PZD,24,PENELEC
OFFPEAK,1606780800000,PZD,28,PENELEC
OFFPEAK,1609459200000,PZD,42.3,PENELEC
OFFPEAK,1612137600000,PZD,39.2,PENELEC
OFFPEAK,1614556800000,PZD,28.7,PENELEC
OFFPEAK,1617235200000,PZD,24.4,PENELEC
OFFPEAK,1619827200000,PZD,21.75,PENELEC
OFFPEAK,1622505600000,PZD,21.9,PENELEC
OFFPEAK,1625097600000,PZD,24.4,PENELEC
OFFPEAK,1627776000000,PZD,22.85,PENELEC
OFFPEAK,1630454400000,PZD,21.85,PENELEC
OFFPEAK,1633046400000,PZD,22.7,PENELEC
OFFPEAK,1635724800000,PZD,23,PENELEC
OFFPEAK,1638316800000,PZD,26.35,PENELEC
OFFPEAK,1640995200000,PZD,40.1,PENELEC
OFFPEAK,1643673600000,PZD,37.35,PENELEC
OFFPEAK,1646092800000,PZD,28.8,PENELEC
ONPEAK,1554076800000,RIY,39.45,RhodeIsland
ONPEAK,1556668800000,RIY,29.35,RhodeIsland
ONPEAK,1559347200000,RIY,33.25,RhodeIsland
ONPEAK,1561939200000,RIY,41.35,RhodeIsland
ONPEAK,1564617600000,RIY,40.8,RhodeIsland
ONPEAK,1567296000000,RIY,35.75,RhodeIsland
ONPEAK,1569888000000,RIY,35,RhodeIsland
ONPEAK,1572566400000,RIY,45.75,RhodeIsland
ONPEAK,1575158400000,RIY,64.8,RhodeIsland
ONPEAK,1577836800000,RIY,81.5,RhodeIsland
ONPEAK,1580515200000,RIY,78.15,RhodeIsland
ONPEAK,1583020800000,RIY,52.5,RhodeIsland
ONPEAK,1585699200000,RIY,37.4,RhodeIsland
ONPEAK,1588291200000,RIY,30.85,RhodeIsland
ONPEAK,1590969600000,RIY,33.6,RhodeIsland
ONPEAK,1593561600000,RIY,42.05,RhodeIsland
ONPEAK,1596240000000,RIY,41.25,RhodeIsland
ONPEAK,1598918400000,RIY,34.15,RhodeIsland
ONPEAK,1601510400000,RIY,33.45,RhodeIsland
ONPEAK,1604188800000,RIY,45.05,RhodeIsland
ONPEAK,1606780800000,RIY,66.05,RhodeIsland
ONPEAK,1609459200000,RIY,83.85,RhodeIsland
ONPEAK,1612137600000,RIY,81.3,RhodeIsland
ONPEAK,1614556800000,RIY,54.05,RhodeIsland
ONPEAK,1617235200000,RIY,38,RhodeIsland
ONPEAK,1619827200000,RIY,34.35,RhodeIsland
ONPEAK,1622505600000,RIY,34.8,RhodeIsland
ONPEAK,1625097600000,RIY,44.05,RhodeIsland
ONPEAK,1627776000000,RIY,43.3,RhodeIsland
ONPEAK,1630454400000,RIY,34.65,RhodeIsland
ONPEAK,1633046400000,RIY,34.45,RhodeIsland
ONPEAK,1635724800000,RIY,43.9,RhodeIsland
ONPEAK,1638316800000,RIY,66,RhodeIsland
ONPEAK,1640995200000,RIY,82.8,RhodeIsland
ONPEAK,1643673600000,RIY,80.25,RhodeIsland
ONPEAK,1646092800000,RIY,52.85,RhodeIsland
OFFPEAK,1554076800000,RIZ,30.4,RhodeIsland
OFFPEAK,1556668800000,RIZ,21.8,RhodeIsland
OFFPEAK,1559347200000,RIZ,24.2,RhodeIsland
OFFPEAK,1561939200000,RIZ,28.45,RhodeIsland
OFFPEAK,1564617600000,RIZ,26.7,RhodeIsland
OFFPEAK,1567296000000,RIZ,24.65,RhodeIsland
OFFPEAK,1569888000000,RIZ,26.6,RhodeIsland
OFFPEAK,1572566400000,RIZ,37.4,RhodeIsland
OFFPEAK,1575158400000,RIZ,56.05,RhodeIsland
OFFPEAK,1577836800000,RIZ,69.15,RhodeIsland
OFFPEAK,1580515200000,RIZ,67.7,RhodeIsland
OFFPEAK,1583020800000,RIZ,44.1,RhodeIsland
OFFPEAK,1585699200000,RIZ,29.05,RhodeIsland
OFFPEAK,1588291200000,RIZ,24.7,RhodeIsland
OFFPEAK,1590969600000,RIZ,24.3,RhodeIsland
OFFPEAK,1593561600000,RIZ,27.55,RhodeIsland
OFFPEAK,1596240000000,RIZ,27.1,RhodeIsland
OFFPEAK,1598918400000,RIZ,23.35,RhodeIsland
OFFPEAK,1601510400000,RIZ,24.05,RhodeIsland
OFFPEAK,1604188800000,RIZ,34.45,RhodeIsland
OFFPEAK,1606780800000,RIZ,54.95,RhodeIsland
OFFPEAK,1609459200000,RIZ,69.1,RhodeIsland
OFFPEAK,1612137600000,RIZ,66.75,RhodeIsland
OFFPEAK,1614556800000,RIZ,42.85,RhodeIsland
OFFPEAK,1617235200000,RIZ,26.85,RhodeIsland
OFFPEAK,1619827200000,RIZ,24,RhodeIsland
OFFPEAK,1622505600000,RIZ,24.1,RhodeIsland
OFFPEAK,1625097600000,RIZ,26.95,RhodeIsland
OFFPEAK,1627776000000,RIZ,26,RhodeIsland
OFFPEAK,1630454400000,RIZ,23.2,RhodeIsland
OFFPEAK,1633046400000,RIZ,23.65,RhodeIsland
OFFPEAK,1635724800000,RIZ,30.1,RhodeIsland
OFFPEAK,1638316800000,RIZ,51.4,RhodeIsland
OFFPEAK,1640995200000,RIZ,66.6,RhodeIsland
OFFPEAK,1643673600000,RIZ,64.35,RhodeIsland
OFFPEAK,1646092800000,RIZ,44.35,RhodeIsland
ONPEAK,1554076800000,SPM,31.5,SP15
ONPEAK,1556668800000,SPM,25,SP15
ONPEAK,1559347200000,SPM,37.25,SP15
ONPEAK,1561939200000,SPM,65.75,SP15
ONPEAK,1564617600000,SPM,75,SP15
ONPEAK,1567296000000,SPM,52.25,SP15
ONPEAK,1569888000000,SPM,42.25,SP15
ONPEAK,1572566400000,SPM,39.75,SP15
ONPEAK,1575158400000,SPM,47.5,SP15
ONPEAK,1577836800000,SPM,47.8,SP15
ONPEAK,1580515200000,SPM,43.95,SP15
ONPEAK,1583020800000,SPM,36.55,SP15
ONPEAK,1585699200000,SPM,24.75,SP15
ONPEAK,1588291200000,SPM,24.8,SP15
ONPEAK,1590969600000,SPM,35.85,SP15
ONPEAK,1593561600000,SPM,58.2,SP15
ONPEAK,1596240000000,SPM,59.25,SP15
ONPEAK,1598918400000,SPM,47.3,SP15
ONPEAK,1601510400000,SPM,39.55,SP15
ONPEAK,1604188800000,SPM,39,SP15
ONPEAK,1606780800000,SPM,41.75,SP15
ONPEAK,1609459200000,SPM,45,SP15
ONPEAK,1612137600000,SPM,43.25,SP15
ONPEAK,1614556800000,SPM,38.25,SP15
ONPEAK,1617235200000,SPM,27.2,SP15
ONPEAK,1619827200000,SPM,27.3,SP15
ONPEAK,1622505600000,SPM,30.85,SP15
ONPEAK,1625097600000,SPM,60.8,SP15
ONPEAK,1627776000000,SPM,63.9,SP15
ONPEAK,1630454400000,SPM,60.55,SP15
ONPEAK,1633046400000,SPM,40.3,SP15
ONPEAK,1635724800000,SPM,39.75,SP15
ONPEAK,1638316800000,SPM,42.55,SP15
ONPEAK,1640995200000,SPM,44.5,SP15
ONPEAK,1643673600000,SPM,42.6,SP15
ONPEAK,1646092800000,SPM,37.3,SP15
OFFPEAK,1554076800000,AOP,20.65,Zone A
OFFPEAK,1556668800000,AOP,17.7,Zone A
OFFPEAK,1559347200000,AOP,20.1,Zone A
OFFPEAK,1561939200000,AOP,25.15,Zone A
OFFPEAK,1564617600000,AOP,23.05,Zone A
OFFPEAK,1567296000000,AOP,19.65,Zone A
OFFPEAK,1569888000000,AOP,18.7,Zone A
OFFPEAK,1572566400000,AOP,19.75,Zone A
OFFPEAK,1575158400000,AOP,23.35,Zone A
OFFPEAK,1577836800000,AOP,39.4,Zone A
OFFPEAK,1580515200000,AOP,36.15,Zone A
OFFPEAK,1583020800000,AOP,25.9,Zone A
OFFPEAK,1585699200000,AOP,19,Zone A
OFFPEAK,1588291200000,AOP,19.25,Zone A
OFFPEAK,1590969600000,AOP,19.05,Zone A
OFFPEAK,1593561600000,AOP,26.1,Zone A
OFFPEAK,1596240000000,AOP,24.45,Zone A
OFFPEAK,1598918400000,AOP,19.45,Zone A
OFFPEAK,1601510400000,AOP,17.9,Zone A
OFFPEAK,1604188800000,AOP,18.35,Zone A
OFFPEAK,1606780800000,AOP,22.35,Zone A
OFFPEAK,1609459200000,AOP,41.95,Zone A
OFFPEAK,1612137600000,AOP,38.35,Zone A
OFFPEAK,1614556800000,AOP,26.8,Zone A
OFFPEAK,1617235200000,AOP,20,Zone A
OFFPEAK,1619827200000,AOP,19.75,Zone A
OFFPEAK,1622505600000,AOP,20.6,Zone A
OFFPEAK,1625097600000,AOP,27.25,Zone A
OFFPEAK,1627776000000,AOP,25.35,Zone A
OFFPEAK,1630454400000,AOP,20.7,Zone A
OFFPEAK,1633046400000,AOP,18.3,Zone A
OFFPEAK,1635724800000,AOP,18.75,Zone A
OFFPEAK,1638316800000,AOP,23.1,Zone A
OFFPEAK,1640995200000,AOP,43,Zone A
OFFPEAK,1643673600000,AOP,39.25,Zone A
OFFPEAK,1646092800000,AOP,29.05,Zone A
ONPEAK,1554076800000,ERH,31.56,Houston
ONPEAK,1556668800000,ERH,32.39,Houston
ONPEAK,1559347200000,ERH,43.28,Houston
ONPEAK,1561939200000,ERH,85.62,Houston
ONPEAK,1564617600000,ERH,150.88,Houston
ONPEAK,1567296000000,ERH,39.11,Houston
ONPEAK,1569888000000,ERH,30.29,Houston
ONPEAK,1572566400000,ERH,26.19,Houston
ONPEAK,1575158400000,ERH,26.79,Houston
ONPEAK,1577836800000,ERH,32.48,Houston
ONPEAK,1580515200000,ERH,32.02,Houston
ONPEAK,1583020800000,ERH,29.45,Houston
ONPEAK,1585699200000,ERH,28.34,Houston
ONPEAK,1588291200000,ERH,31.26,Houston
ONPEAK,1590969600000,ERH,43.04,Houston
ONPEAK,1593561600000,ERH,83.83,Houston
ONPEAK,1596240000000,ERH,132.87,Houston
ONPEAK,1598918400000,ERH,35.75,Houston
ONPEAK,1601510400000,ERH,26.97,Houston
ONPEAK,1604188800000,ERH,26.3,Houston
ONPEAK,1606780800000,ERH,26.73,Houston
ONPEAK,1609459200000,ERH,31.41,Houston
ONPEAK,1612137600000,ERH,31.21,Houston
ONPEAK,1614556800000,ERH,29.24,Houston
ONPEAK,1617235200000,ERH,28.43,Houston
ONPEAK,1619827200000,ERH,31.34,Houston
ONPEAK,1622505600000,ERH,42.52,Houston
ONPEAK,1625097600000,ERH,70.34,Houston
ONPEAK,1627776000000,ERH,109.22,Houston
ONPEAK,1630454400000,ERH,36.47,Houston
ONPEAK,1633046400000,ERH,25.82,Houston
ONPEAK,1635724800000,ERH,23.46,Houston
ONPEAK,1638316800000,ERH,23.25,Houston
ONPEAK,1640995200000,ERH,31.9,Houston
ONPEAK,1643673600000,ERH,31.49,Houston
ONPEAK,1646092800000,ERH,27.3,Houston
ONPEAK,1554076800000,ERN,29.81,North
ONPEAK,1556668800000,ERN,29.78,North
ONPEAK,1559347200000,ERN,41.2,North
ONPEAK,1561939200000,ERN,84.67,North
ONPEAK,1564617600000,ERN,148.33,North
ONPEAK,1567296000000,ERN,35.86,North
ONPEAK,1569888000000,ERN,28.87,North
ONPEAK,1572566400000,ERN,24.77,North
ONPEAK,1575158400000,ERN,25.32,North
ONPEAK,1577836800000,ERN,30.98,North
ONPEAK,1580515200000,ERN,30.47,North
ONPEAK,1583020800000,ERN,28.3,North
ONPEAK,1585699200000,ERN,26.36,North
ONPEAK,1588291200000,ERN,29.23,North
ONPEAK,1590969600000,ERN,40.79,North
ONPEAK,1593561600000,ERN,81.24,North
ONPEAK,1596240000000,ERN,129.87,North
ONPEAK,1598918400000,ERN,33.64,North
ONPEAK,1601510400000,ERN,24.57,North
ONPEAK,1604188800000,ERN,23.93,North
ONPEAK,1606780800000,ERN,24.35,North
ONPEAK,1609459200000,ERN,29.6,North
ONPEAK,1612137600000,ERN,29.45,North
ONPEAK,1614556800000,ERN,26.43,North
ONPEAK,1617235200000,ERN,24.56,North
ONPEAK,1619827200000,ERN,27.05,North
ONPEAK,1622505600000,ERN,38.72,North
ONPEAK,1625097600000,ERN,69.89,North
ONPEAK,1627776000000,ERN,107.05,North
ONPEAK,1630454400000,ERN,32.25,North
ONPEAK,1633046400000,ERN,22.9,North
ONPEAK,1635724800000,ERN,22.3,North
ONPEAK,1638316800000,ERN,23.01,North
ONPEAK,1640995200000,ERN,29,North
ONPEAK,1643673600000,ERN,28.59,North
ONPEAK,1646092800000,ERN,24.4,North
ONPEAK,1554076800000,ERS,31.21,South
ONPEAK,1556668800000,ERS,32.37,South
ONPEAK,1559347200000,ERS,41.95,South
ONPEAK,1561939200000,ERS,82.6,South
ONPEAK,1564617600000,ERS,151.9,South
ONPEAK,1567296000000,ERS,37.88,South
ONPEAK,1569888000000,ERS,30.12,South
ONPEAK,1572566400000,ERS,26.89,South
ONPEAK,1575158400000,ERS,27.55,South
ONPEAK,1577836800000,ERS,30.79,South
ONPEAK,1580515200000,ERS,30.22,South
ONPEAK,1583020800000,ERS,28.49,South
ONPEAK,1585699200000,ERS,28.48,South
ONPEAK,1588291200000,ERS,30.57,South
ONPEAK,1590969600000,ERS,42.21,South
ONPEAK,1593561600000,ERS,85.45,South
ONPEAK,1596240000000,ERS,123.6,South
ONPEAK,1598918400000,ERS,34.82,South
ONPEAK,1601510400000,ERS,25.55,South
ONPEAK,1604188800000,ERS,24.91,South
ONPEAK,1606780800000,ERS,25.35,South
ONPEAK,1609459200000,ERS,30.92,South
ONPEAK,1612137600000,ERS,30.76,South
ONPEAK,1614556800000,ERS,28.92,South
ONPEAK,1617235200000,ERS,27.43,South
ONPEAK,1619827200000,ERS,30.31,South
ONPEAK,1622505600000,ERS,42.18,South
ONPEAK,1625097600000,ERS,66.82,South
ONPEAK,1627776000000,ERS,104.31,South
ONPEAK,1630454400000,ERS,35.42,South
ONPEAK,1633046400000,ERS,25.43,South
ONPEAK,1635724800000,ERS,23.98,South
ONPEAK,1638316800000,ERS,23.88,South
ONPEAK,1640995200000,ERS,29.44,South
ONPEAK,1643673600000,ERS,28.98,South
ONPEAK,1646092800000,ERS,25.28,South
ONPEAK,1554076800000,ERW,25.89,West
ONPEAK,1556668800000,ERW,26.98,West
ONPEAK,1559347200000,ERW,39.51,West
ONPEAK,1561939200000,ERW,82.82,West
ONPEAK,1564617600000,ERW,148.13,West
ONPEAK,1567296000000,ERW,35.93,West
ONPEAK,1569888000000,ERW,25.87,West
ONPEAK,1572566400000,ERW,21.89,West
ONPEAK,1575158400000,ERW,22.35,West
ONPEAK,1577836800000,ERW,29.45,West
ONPEAK,1580515200000,ERW,28.87,West
ONPEAK,1583020800000,ERW,24.77,West
ONPEAK,1585699200000,ERW,24.33,West
ONPEAK,1588291200000,ERW,26.97,West
ONPEAK,1590969600000,ERW,38.34,West
ONPEAK,1593561600000,ERW,82.62,West
ONPEAK,1596240000000,ERW,118.99,West
ONPEAK,1598918400000,ERW,31.79,West
ONPEAK,1601510400000,ERW,21.92,West
ONPEAK,1604188800000,ERW,21.28,West
ONPEAK,1606780800000,ERW,21.67,West
ONPEAK,1609459200000,ERW,26.57,West
ONPEAK,1612137600000,ERW,26.41,West
ONPEAK,1614556800000,ERW,22.59,West
ONPEAK,1617235200000,ERW,20.43,West
ONPEAK,1619827200000,ERW,23.43,West
ONPEAK,1622505600000,ERW,36.08,West
ONPEAK,1625097600000,ERW,63.61,West
ONPEAK,1627776000000,ERW,100.93,West
ONPEAK,1630454400000,ERW,29.45,West
ONPEAK,1633046400000,ERW,18.91,West
ONPEAK,1635724800000,ERW,18.15,West
ONPEAK,1638316800000,ERW,19.5,West
ONPEAK,1640995200000,ERW,26.9,West
ONPEAK,1643673600000,ERW,26.47,West
ONPEAK,1646092800000,ERW,21.05,West
OFFPEAK,1554076800000,HEB,22.31,Houston
OFFPEAK,1556668800000,HEB,22.06,Houston
OFFPEAK,1559347200000,HEB,24.43,Houston
OFFPEAK,1561939200000,HEB,33.11,Houston
OFFPEAK,1564617600000,HEB,34.86,Houston
OFFPEAK,1567296000000,HEB,22.92,Houston
OFFPEAK,1569888000000,HEB,19.28,Houston
OFFPEAK,1572566400000,HEB,18.88,Houston
OFFPEAK,1575158400000,HEB,20.17,Houston
OFFPEAK,1577836800000,HEB,22.41,Houston
OFFPEAK,1580515200000,HEB,21.9,Houston
OFFPEAK,1583020800000,HEB,21.11,Houston
OFFPEAK,1585699200000,HEB,20.31,Houston
OFFPEAK,1588291200000,HEB,20.11,Houston
OFFPEAK,1590969600000,HEB,22.19,Houston
OFFPEAK,1593561600000,HEB,27.87,Houston
OFFPEAK,1596240000000,HEB,28.59,Houston
OFFPEAK,1598918400000,HEB,22.72,Houston
OFFPEAK,1601510400000,HEB,18.69,Houston
OFFPEAK,1604188800000,HEB,18.73,Houston
OFFPEAK,1606780800000,HEB,20.04,Houston
OFFPEAK,1609459200000,HEB,24.39,Houston
OFFPEAK,1612137600000,HEB,23.92,Houston
OFFPEAK,1614556800000,HEB,22.53,Houston
OFFPEAK,1617235200000,HEB,20.13,Houston
OFFPEAK,1619827200000,HEB,19.45,Houston
OFFPEAK,1622505600000,HEB,20.32,Houston
OFFPEAK,1625097600000,HEB,27.67,Houston
OFFPEAK,1627776000000,HEB,28.54,Houston
OFFPEAK,1630454400000,HEB,19.92,Houston
OFFPEAK,1633046400000,HEB,18.61,Houston
OFFPEAK,1635724800000,HEB,19.12,Houston
OFFPEAK,1638316800000,HEB,20.5,Houston
OFFPEAK,1640995200000,HEB,22.5,Houston
OFFPEAK,1643673600000,HEB,22.07,Houston
OFFPEAK,1646092800000,HEB,20.34,Houston
ONPEAK,1554076800000,NAY,36.05,Zone A
ONPEAK,1556668800000,NAY,31.75,Zone A
ONPEAK,1559347200000,NAY,35.25,Zone A
ONPEAK,1561939200000,NAY,46,Zone A
ONPEAK,1564617600000,NAY,43.35,Zone A
ONPEAK,1567296000000,NAY,37,Zone A
ONPEAK,1569888000000,NAY,31.15,Zone A
ONPEAK,1572566400000,NAY,30.95,Zone A
ONPEAK,1575158400000,NAY,37.9,Zone A
ONPEAK,1577836800000,NAY,52.4,Zone A
ONPEAK,1580515200000,NAY,50,Zone A
ONPEAK,1583020800000,NAY,33.45,Zone A
ONPEAK,1585699200000,NAY,32.2,Zone A
ONPEAK,1588291200000,NAY,34.85,Zone A
ONPEAK,1590969600000,NAY,38.3,Zone A
ONPEAK,1593561600000,NAY,49.55,Zone A
ONPEAK,1596240000000,NAY,46.5,Zone A
ONPEAK,1598918400000,NAY,37.3,Zone A
ONPEAK,1601510400000,NAY,30.25,Zone A
ONPEAK,1604188800000,NAY,29.9,Zone A
ONPEAK,1606780800000,NAY,34.05,Zone A
ONPEAK,1609459200000,NAY,54.2,Zone A
ONPEAK,1612137600000,NAY,51.05,Zone A
ONPEAK,1614556800000,NAY,36.8,Zone A
ONPEAK,1617235200000,NAY,33.4,Zone A
ONPEAK,1619827200000,NAY,37.45,Zone A
ONPEAK,1622505600000,NAY,40.35,Zone A
ONPEAK,1625097600000,NAY,52.05,Zone A
ONPEAK,1627776000000,NAY,48.6,Zone A
ONPEAK,1630454400000,NAY,38.85,Zone A
ONPEAK,1633046400000,NAY,32.05,Zone A
ONPEAK,1635724800000,NAY,31.9,Zone A
ONPEAK,1638316800000,NAY,36.1,Zone A
ONPEAK,1640995200000,NAY,57.5,Zone A
ONPEAK,1643673600000,NAY,54.3,Zone A
ONPEAK,1646092800000,NAY,40.15,Zone A
ONPEAK,1554076800000,NDR,25.35,Zone D
ONPEAK,1556668800000,NDR,21.25,Zone D
ONPEAK,1559347200000,NDR,22,Zone D
ONPEAK,1561939200000,NDR,31.05,Zone D
ONPEAK,1564617600000,NDR,26.5,Zone D
ONPEAK,1567296000000,NDR,23.15,Zone D
ONPEAK,1569888000000,NDR,21.8,Zone D
ONPEAK,1572566400000,NDR,24,Zone D
ONPEAK,1575158400000,NDR,31.95,Zone D
ONPEAK,1577836800000,NDR,45,Zone D
ONPEAK,1580515200000,NDR,42.45,Zone D
ONPEAK,1583020800000,NDR,25.9,Zone D
ONPEAK,1585699200000,NDR,22.4,Zone D
ONPEAK,1588291200000,NDR,21.9,Zone D
ONPEAK,1590969600000,NDR,26.25,Zone D
ONPEAK,1593561600000,NDR,37,Zone D
ONPEAK,1596240000000,NDR,33.9,Zone D
ONPEAK,1598918400000,NDR,25.9,Zone D
ONPEAK,1601510400000,NDR,22.2,Zone D
ONPEAK,1604188800000,NDR,23.5,Zone D
ONPEAK,1606780800000,NDR,29.1,Zone D
ONPEAK,1609459200000,NDR,50.75,Zone D
ONPEAK,1612137600000,NDR,47.1,Zone D
ONPEAK,1614556800000,NDR,31.85,Zone D
ONPEAK,1617235200000,NDR,25.75,Zone D
ONPEAK,1619827200000,NDR,29,Zone D
ONPEAK,1622505600000,NDR,31.4,Zone D
ONPEAK,1625097600000,NDR,43,Zone D
ONPEAK,1627776000000,NDR,39.15,Zone D
ONPEAK,1630454400000,NDR,30.4,Zone D
ONPEAK,1633046400000,NDR,26.1,Zone D
ONPEAK,1635724800000,NDR,27.7,Zone D
ONPEAK,1638316800000,NDR,33.85,Zone D
ONPEAK,1640995200000,NDR,53.6,Zone D
ONPEAK,1643673600000,NDR,49.95,Zone D
ONPEAK,1646092800000,NDR,34.8,Zone D
OFFPEAK,1554076800000,NDS,15.45,Zone D
OFFPEAK,1556668800000,NDS,12.7,Zone D
OFFPEAK,1559347200000,NDS,14.75,Zone D
OFFPEAK,1561939200000,NDS,18.55,Zone D
OFFPEAK,1564617600000,NDS,16.45,Zone D
OFFPEAK,1567296000000,NDS,14.3,Zone D
OFFPEAK,1569888000000,NDS,14.1,Zone D
OFFPEAK,1572566400000,NDS,15.95,Zone D
OFFPEAK,1575158400000,NDS,19.95,Zone D
OFFPEAK,1577836800000,NDS,36.7,Zone D
OFFPEAK,1580515200000,NDS,33.35,Zone D
OFFPEAK,1583020800000,NDS,23.1,Zone D
OFFPEAK,1585699200000,NDS,15.25,Zone D
OFFPEAK,1588291200000,NDS,15.25,Zone D
OFFPEAK,1590969600000,NDS,14.95,Zone D
OFFPEAK,1593561600000,NDS,21.8,Zone D
OFFPEAK,1596240000000,NDS,19.9,Zone D
OFFPEAK,1598918400000,NDS,15.45,Zone D
OFFPEAK,1601510400000,NDS,14.45,Zone D
OFFPEAK,1604188800000,NDS,15.6,Zone D
OFFPEAK,1606780800000,NDS,19.7,Zone D
OFFPEAK,1609459200000,NDS,40.3,Zone D
OFFPEAK,1612137600000,NDS,36.45,Zone D
OFFPEAK,1614556800000,NDS,24.6,Zone D
OFFPEAK,1617235200000,NDS,16.2,Zone D
OFFPEAK,1619827200000,NDS,16.2,Zone D
OFFPEAK,1622505600000,NDS,16.95,Zone D
OFFPEAK,1625097600000,NDS,23.45,Zone D
OFFPEAK,1627776000000,NDS,21.25,Zone D
OFFPEAK,1630454400000,NDS,16.65,Zone D
OFFPEAK,1633046400000,NDS,15.2,Zone D
OFFPEAK,1635724800000,NDS,16.35,Zone D
OFFPEAK,1638316800000,NDS,20.95,Zone D
OFFPEAK,1640995200000,NDS,41.6,Zone D
OFFPEAK,1643673600000,NDS,37.6,Zone D
OFFPEAK,1646092800000,NDS,27,Zone D
OFFPEAK,1554076800000,NEB,21.05,North
OFFPEAK,1556668800000,NEB,19.94,North
OFFPEAK,1559347200000,NEB,22.73,North
OFFPEAK,1561939200000,NEB,32.02,North
OFFPEAK,1564617600000,NEB,33.68,North
OFFPEAK,1567296000000,NEB,21.57,North
OFFPEAK,1569888000000,NEB,18.53,North
OFFPEAK,1572566400000,NEB,17.85,North
OFFPEAK,1575158400000,NEB,19.07,North
OFFPEAK,1577836800000,NEB,21.66,North
OFFPEAK,1580515200000,NEB,21.35,North
OFFPEAK,1583020800000,NEB,19.41,North
OFFPEAK,1585699200000,NEB,17.8,North
OFFPEAK,1588291200000,NEB,18.54,North
OFFPEAK,1590969600000,NEB,20.42,North
OFFPEAK,1593561600000,NEB,24.11,North
OFFPEAK,1596240000000,NEB,29.55,North
OFFPEAK,1598918400000,NEB,19.88,North
OFFPEAK,1601510400000,NEB,17.43,North
OFFPEAK,1604188800000,NEB,16.57,North
OFFPEAK,1606780800000,NEB,17.42,North
