shape,time,contract,value,Load Zone
OFFPEAK,1598918400000,PED,21.1,PJMEAST
OFFPEAK,1601510400000,PED,21.6,PJMEAST
OFFPEAK,1604188800000,PED,22.7,PJMEAST
OFFPEAK,1606780800000,PED,28.7,PJMEAST
OFFPEAK,1609459200000,PED,46.95,PJMEAST
OFFPEAK,1612137600000,PED,44.6,PJMEAST
OFFPEAK,1614556800000,PED,28.95,PJMEAST
OFFPEAK,1617235200000,PED,22.35,PJMEAST
OFFPEAK,1619827200000,PED,20.2,PJMEAST
OFFPEAK,1622505600000,PED,20.15,PJMEAST
OFFPEAK,1625097600000,PED,24.5,PJMEAST
OFFPEAK,1627776000000,PED,22.8,PJMEAST
OFFPEAK,1630454400000,PED,20.25,PJMEAST
OFFPEAK,1633046400000,PED,20.4,PJMEAST
OFFPEAK,1635724800000,PED,21.4,PJMEAST
OFFPEAK,1638316800000,PED,27.3,PJMEAST
OFFPEAK,1640995200000,PED,45,PJMEAST
OFFPEAK,1643673600000,PED,43,PJMEAST
OFFPEAK,1646092800000,PED,29.3,PJMEAST
ONPEAK,1554076800000,PJM,36.15,PJMWEST
ONPEAK,1556668800000,PJM,32.1,PJMWEST
ONPEAK,1559347200000,PJM,32.05,PJMWEST
ONPEAK,1561939200000,PJM,38.4,PJMWEST
ONPEAK,1564617600000,PJM,36.6,PJMWEST
ONPEAK,1567296000000,PJM,35.2,PJMWEST
ONPEAK,1569888000000,PJM,33.6,PJMWEST
ONPEAK,1572566400000,PJM,34.15,PJMWEST
ONPEAK,1575158400000,PJM,37.4,PJMWEST
ONPEAK,1577836800000,PJM,52.7,PJMWEST
ONPEAK,1580515200000,PJM,49.75,PJMWEST
ONPEAK,1583020800000,PJM,37.7,PJMWEST
ONPEAK,1585699200000,PJM,33.65,PJMWEST
ONPEAK,1588291200000,PJM,33.75,PJMWEST
ONPEAK,1590969600000,PJM,33.3,PJMWEST
ONPEAK,1593561600000,PJM,38.8,PJMWEST
ONPEAK,1596240000000,PJM,35.45,PJMWEST
ONPEAK,1598918400000,PJM,34.35,PJMWEST
ONPEAK,1601510400000,PJM,32.25,PJMWEST
ONPEAK,1604188800000,PJM,32.15,PJMWEST
ONPEAK,1606780800000,PJM,35.15,PJMWEST
ONPEAK,1609459200000,PJM,51.1,PJMWEST
ONPEAK,1612137600000,PJM,47.5,PJMWEST
ONPEAK,1614556800000,PJM,36.8,PJMWEST
ONPEAK,1617235200000,PJM,32.65,PJMWEST
ONPEAK,1619827200000,PJM,32.65,PJMWEST
ONPEAK,1622505600000,PJM,31.9,PJMWEST
ONPEAK,1625097600000,PJM,38.15,PJMWEST
ONPEAK,1627776000000,PJM,34.6,PJMWEST
ONPEAK,1630454400000,PJM,32.4,PJMWEST
ONPEAK,1633046400000,PJM,31,PJMWEST
ONPEAK,1635724800000,PJM,31.25,PJMWEST
ONPEAK,1638316800000,PJM,34.3,PJMWEST
ONPEAK,1640995200000,PJM,49.95,PJMWEST
ONPEAK,1643673600000,PJM,46.85,PJMWEST
ONPEAK,1646092800000,PJM,36.1,PJMWEST
ONPEAK,1554076800000,PMB,31.9,METED
ONPEAK,1556668800000,PMB,27.8,METED
ONPEAK,1559347200000,PMB,29.2,METED
ONPEAK,1561939200000,PMB,36.9,METED
ONPEAK,1564617600000,PMB,35.55,METED
ONPEAK,1567296000000,PMB,30.35,METED
ONPEAK,1569888000000,PMB,28.85,METED
ONPEAK,1572566400000,PMB,29.5,METED
ONPEAK,1575158400000,PMB,36.95,METED
ONPEAK,1577836800000,PMB,57.1,METED
ONPEAK,1580515200000,PMB,54.05,METED
ONPEAK,1583020800000,PMB,35.85,METED
ONPEAK,1585699200000,PMB,29.7,METED
ONPEAK,1588291200000,PMB,29.95,METED
ONPEAK,1590969600000,PMB,30.3,METED
ONPEAK,1593561600000,PMB,38.05,METED
ONPEAK,1596240000000,PMB,34.8,METED
ONPEAK,1598918400000,PMB,29.95,METED
ONPEAK,1601510400000,PMB,27.85,METED
ONPEAK,1604188800000,PMB,28.4,METED
ONPEAK,1606780800000,PMB,35.1,METED
ONPEAK,1609459200000,PMB,55.5,METED
ONPEAK,1612137600000,PMB,51.65,METED
ONPEAK,1614556800000,PMB,35.15,METED
ONPEAK,1617235200000,PMB,28.75,METED
ONPEAK,1619827200000,PMB,29.4,METED
ONPEAK,1622505600000,PMB,28.2,METED
ONPEAK,1625097600000,PMB,36.95,METED
ONPEAK,1627776000000,PMB,33.8,METED
ONPEAK,1630454400000,PMB,27.9,METED
ONPEAK,1633046400000,PMB,26.75,METED
ONPEAK,1635724800000,PMB,27.45,METED
ONPEAK,1638316800000,PMB,33.9,METED
ONPEAK,1640995200000,PMB,53.65,METED
ONPEAK,1643673600000,PMB,50.1,METED
ONPEAK,1646092800000,PMB,34.75,METED
OFFPEAK,1554076800000,PMD,24.1,METED
OFFPEAK,1556668800000,PMD,19.25,METED
OFFPEAK,1559347200000,PMD,19.7,METED
OFFPEAK,1561939200000,PMD,24.3,METED
OFFPEAK,1564617600000,PMD,22.5,METED
OFFPEAK,1567296000000,PMD,20.2,METED
OFFPEAK,1569888000000,PMD,20.95,METED
OFFPEAK,1572566400000,PMD,22,METED
OFFPEAK,1575158400000,PMD,29.8,METED
OFFPEAK,1577836800000,PMD,47.25,METED
OFFPEAK,1580515200000,PMD,44.65,METED
OFFPEAK,1583020800000,PMD,27.25,METED
OFFPEAK,1585699200000,PMD,21.65,METED
OFFPEAK,1588291200000,PMD,19.2,METED
OFFPEAK,1590969600000,PMD,18.05,METED
OFFPEAK,1593561600000,PMD,23.7,METED
OFFPEAK,1596240000000,PMD,21.9,METED
OFFPEAK,1598918400000,PMD,18.85,METED
OFFPEAK,1601510400000,PMD,19.25,METED
OFFPEAK,1604188800000,PMD,20.15,METED
OFFPEAK,1606780800000,PMD,26.75,METED
OFFPEAK,1609459200000,PMD,46.45,METED
OFFPEAK,1612137600000,PMD,43.15,METED
OFFPEAK,1614556800000,PMD,26.65,METED
OFFPEAK,1617235200000,PMD,20.6,METED
OFFPEAK,1619827200000,PMD,17.95,METED
OFFPEAK,1622505600000,PMD,17.75,METED
OFFPEAK,1625097600000,PMD,23.05,METED
OFFPEAK,1627776000000,PMD,21.3,METED
OFFPEAK,1630454400000,PMD,17.55,METED
OFFPEAK,1633046400000,PMD,18.2,METED
OFFPEAK,1635724800000,PMD,18.95,METED
OFFPEAK,1638316800000,PMD,25.45,METED
OFFPEAK,1640995200000,PMD,45.7,METED
OFFPEAK,1643673600000,PMD,42.55,METED
OFFPEAK,1646092800000,PMD,27.2,METED
OFFPEAK,1554076800000,PPO,22.2,PPL
OFFPEAK,1556668800000,PPO,19.85,PPL
OFFPEAK,1559347200000,PPO,19.35,PPL
OFFPEAK,1561939200000,PPO,23.8,PPL
OFFPEAK,1564617600000,PPO,21.95,PPL
OFFPEAK,1567296000000,PPO,19.55,PPL
OFFPEAK,1569888000000,PPO,20.7,PPL
OFFPEAK,1572566400000,PPO,21.65,PPL
OFFPEAK,1575158400000,PPO,29.3,PPL
OFFPEAK,1577836800000,PPO,46.6,PPL
OFFPEAK,1580515200000,PPO,43.15,PPL
OFFPEAK,1583020800000,PPO,27.15,PPL
OFFPEAK,1585699200000,PPO,20.7,PPL
OFFPEAK,1588291200000,PPO,18.2,PPL
OFFPEAK,1590969600000,PPO,17.3,PPL
OFFPEAK,1593561600000,PPO,23.15,PPL
OFFPEAK,1596240000000,PPO,21.45,PPL
OFFPEAK,1598918400000,PPO,18.35,PPL
OFFPEAK,1601510400000,PPO,19.1,PPL
OFFPEAK,1604188800000,PPO,19.9,PPL
OFFPEAK,1606780800000,PPO,26.7,PPL
OFFPEAK,1609459200000,PPO,44.65,PPL
OFFPEAK,1612137600000,PPO,41.4,PPL
OFFPEAK,1614556800000,PPO,26.25,PPL
OFFPEAK,1617235200000,PPO,19.45,PPL
OFFPEAK,1619827200000,PPO,16.7,PPL
OFFPEAK,1622505600000,PPO,16.75,PPL
OFFPEAK,1625097600000,PPO,22,PPL
OFFPEAK,1627776000000,PPO,20.25,PPL
OFFPEAK,1630454400000,PPO,16.2,PPL
OFFPEAK,1633046400000,PPO,17.35,PPL
OFFPEAK,1635724800000,PPO,18.15,PPL
OFFPEAK,1638316800000,PPO,24.75,PPL
OFFPEAK,1640995200000,PPO,44.2,PPL
OFFPEAK,1643673600000,PPO,40.95,PPL
OFFPEAK,1646092800000,PPO,26.45,PPL
ONPEAK,1554076800000,PPP,31,PPL
ONPEAK,1556668800000,PPP,28.35,PPL
ONPEAK,1559347200000,PPP,28.95,PPL
ONPEAK,1561939200000,PPP,36.1,PPL
ONPEAK,1564617600000,PPP,34.3,PPL
ONPEAK,1567296000000,PPP,30.25,PPL
ONPEAK,1569888000000,PPP,28.6,PPL
ONPEAK,1572566400000,PPP,29.75,PPL
ONPEAK,1575158400000,PPP,36.65,PPL
ONPEAK,1577836800000,PPP,54.85,PPL
ONPEAK,1580515200000,PPP,51.6,PPL
ONPEAK,1583020800000,PPP,34.65,PPL
ONPEAK,1585699200000,PPP,29.55,PPL
ONPEAK,1588291200000,PPP,29.35,PPL
ONPEAK,1590969600000,PPP,30.4,PPL
ONPEAK,1593561600000,PPP,37.3,PPL
ONPEAK,1596240000000,PPP,33.95,PPL
ONPEAK,1598918400000,PPP,28.95,PPL
ONPEAK,1601510400000,PPP,27.6,PPL
ONPEAK,1604188800000,PPP,27.7,PPL
ONPEAK,1606780800000,PPP,34.3,PPL
ONPEAK,1609459200000,PPP,54.05,PPL
ONPEAK,1612137600000,PPP,49.9,PPL
ONPEAK,1614556800000,PPP,34.4,PPL
ONPEAK,1617235200000,PPP,27.5,PPL
ONPEAK,1619827200000,PPP,28.05,PPL
ONPEAK,1622505600000,PPP,27.15,PPL
ONPEAK,1625097600000,PPP,36.4,PPL
ONPEAK,1627776000000,PPP,33,PPL
ONPEAK,1630454400000,PPP,26.85,PPL
ONPEAK,1633046400000,PPP,25.55,PPL
ONPEAK,1635724800000,PPP,26.45,PPL
ONPEAK,1638316800000,PPP,33.1,PPL
ONPEAK,1640995200000,PPP,53,PPL
ONPEAK,1643673600000,PPP,49.05,PPL
ONPEAK,1646092800000,PPP,33.75,PPL
ONPEAK,1554076800000,PQB,38.9,DUQ
ONPEAK,1556668800000,PQB,36.3,DUQ
ONPEAK,1559347200000,PQB,35.75,DUQ
ONPEAK,1561939200000,PQB,41.8,DUQ
ONPEAK,1564617600000,PQB,39.7,DUQ
ONPEAK,1567296000000,PQB,38.75,DUQ
ONPEAK,1569888000000,PQB,36.9,DUQ
ONPEAK,1572566400000,PQB,36.65,DUQ
ONPEAK,1575158400000,PQB,38.15,DUQ
ONPEAK,1577836800000,PQB,47.05,DUQ
ONPEAK,1580515200000,PQB,44.8,DUQ
ONPEAK,1583020800000,PQB,38.8,DUQ
ONPEAK,1585699200000,PQB,36.45,DUQ
ONPEAK,1588291200000,PQB,37.15,DUQ
ONPEAK,1590969600000,PQB,36.4,DUQ
ONPEAK,1593561600000,PQB,41.55,DUQ
ONPEAK,1596240000000,PQB,38.6,DUQ
ONPEAK,1598918400000,PQB,37.3,DUQ
ONPEAK,1601510400000,PQB,34.9,DUQ
ONPEAK,1604188800000,PQB,34.55,DUQ
ONPEAK,1606780800000,PQB,36.55,DUQ
ONPEAK,1609459200000,PQB,44.7,DUQ
ONPEAK,1612137600000,PQB,41.85,DUQ
ONPEAK,1614556800000,PQB,37.45,DUQ
ONPEAK,1617235200000,PQB,35.05,DUQ
ONPEAK,1619827200000,PQB,34.8,DUQ
ONPEAK,1622505600000,PQB,34.6,DUQ
ONPEAK,1625097600000,PQB,39.4,DUQ
ONPEAK,1627776000000,PQB,36.45,DUQ
ONPEAK,1630454400000,PQB,34.9,DUQ
ONPEAK,1633046400000,PQB,33.5,DUQ
ONPEAK,1635724800000,PQB,33.45,DUQ
ONPEAK,1638316800000,PQB,34.9,DUQ
ONPEAK,1640995200000,PQB,43.4,DUQ
ONPEAK,1643673600000,PQB,40.8,DUQ
ONPEAK,1646092800000,PQB,36.6,DUQ
OFFPEAK,1554076800000,PQD,28.55,DUQ
OFFPEAK,1556668800000,PQD,24.8,DUQ
OFFPEAK,1559347200000,PQD,24.7,DUQ
OFFPEAK,1561939200000,PQD,27.55,DUQ
OFFPEAK,1564617600000,PQD,25.45,DUQ
OFFPEAK,1567296000000,PQD,26,DUQ
OFFPEAK,1569888000000,PQD,26.75,DUQ
OFFPEAK,1572566400000,PQD,26.7,DUQ
OFFPEAK,1575158400000,PQD,29.6,DUQ
OFFPEAK,1577836800000,PQD,39,DUQ
OFFPEAK,1580515200000,PQD,35.6,DUQ
OFFPEAK,1583020800000,PQD,29.5,DUQ
OFFPEAK,1585699200000,PQD,26.6,DUQ
OFFPEAK,1588291200000,PQD,24.35,DUQ
OFFPEAK,1590969600000,PQD,23.45,DUQ
OFFPEAK,1593561600000,PQD,26.7,DUQ
OFFPEAK,1596240000000,PQD,24.5,DUQ
OFFPEAK,1598918400000,PQD,24.65,DUQ
OFFPEAK,1601510400000,PQD,24.5,DUQ
OFFPEAK,1604188800000,PQD,24.6,DUQ
OFFPEAK,1606780800000,PQD,27.1,DUQ
OFFPEAK,1609459200000,PQD,36.3,DUQ
OFFPEAK,1612137600000,PQD,33.05,DUQ
OFFPEAK,1614556800000,PQD,27.95,DUQ
OFFPEAK,1617235200000,PQD,24.1,DUQ
OFFPEAK,1619827200000,PQD,21.8,DUQ
OFFPEAK,1622505600000,PQD,22.5,DUQ
OFFPEAK,1625097600000,PQD,25.25,DUQ
OFFPEAK,1627776000000,PQD,22.95,DUQ
OFFPEAK,1630454400000,PQD,22.3,DUQ
OFFPEAK,1633046400000,PQD,22.5,DUQ
OFFPEAK,1635724800000,PQD,22.65,DUQ
OFFPEAK,1638316800000,PQD,25.5,DUQ
OFFPEAK,1640995200000,PQD,33.2,DUQ
OFFPEAK,1643673600000,PQD,30.05,DUQ
OFFPEAK,1646092800000,PQD,25.4,DUQ
ONPEAK,1554076800000,PSA,31.95,PSEG
ONPEAK,1556668800000,PSA,29.1,PSEG
ONPEAK,1559347200000,PSA,28,PSEG
ONPEAK,1561939200000,PSA,38.45,PSEG
ONPEAK,1564617600000,PSA,36.3,PSEG
ONPEAK,1567296000000,PSA,30.45,PSEG
ONPEAK,1569888000000,PSA,29.2,PSEG
ONPEAK,1572566400000,PSA,30.25,PSEG
ONPEAK,1575158400000,PSA,37.5,PSEG
ONPEAK,1577836800000,PSA,61.65,PSEG
ONPEAK,1580515200000,PSA,58.6,PSEG
ONPEAK,1583020800000,PSA,37.75,PSEG
ONPEAK,1585699200000,PSA,30.3,PSEG
ONPEAK,1588291200000,PSA,30.65,PSEG
ONPEAK,1590969600000,PSA,30.05,PSEG
ONPEAK,1593561600000,PSA,39.6,PSEG
ONPEAK,1596240000000,PSA,36.25,PSEG
ONPEAK,1598918400000,PSA,30.75,PSEG
ONPEAK,1601510400000,PSA,29.2,PSEG
ONPEAK,1604188800000,PSA,29.5,PSEG
ONPEAK,1606780800000,PSA,36.6,PSEG
ONPEAK,1609459200000,PSA,58.1,PSEG
ONPEAK,1612137600000,PSA,54.55,PSEG
ONPEAK,1614556800000,PSA,35.7,PSEG
ONPEAK,1617235200000,PSA,28,PSEG
ONPEAK,1619827200000,PSA,28.7,PSEG
ONPEAK,1622505600000,PSA,27.85,PSEG
ONPEAK,1625097600000,PSA,37.7,PSEG
ONPEAK,1627776000000,PSA,34.2,PSEG
ONPEAK,1630454400000,PSA,28.15,PSEG
ONPEAK,1633046400000,PSA,26.8,PSEG
ONPEAK,1635724800000,PSA,27.75,PSEG
ONPEAK,1638316800000,PSA,34.6,PSEG
ONPEAK,1640995200000,PSA,56,PSEG
ONPEAK,1643673600000,PSA,52.75,PSEG
ONPEAK,1646092800000,PSA,35.2,PSEG
OFFPEAK,1554076800000,PSB,23.15,PSEG
OFFPEAK,1556668800000,PSB,17.95,PSEG
OFFPEAK,1559347200000,PSB,18.9,PSEG
OFFPEAK,1561939200000,PSB,25.35,PSEG
OFFPEAK,1564617600000,PSB,23.65,PSEG
OFFPEAK,1567296000000,PSB,20.5,PSEG
OFFPEAK,1569888000000,PSB,21.55,PSEG
OFFPEAK,1572566400000,PSB,22.4,PSEG
OFFPEAK,1575158400000,PSB,30.5,PSEG
OFFPEAK,1577836800000,PSB,50.05,PSEG
OFFPEAK,1580515200000,PSB,46.65,PSEG
OFFPEAK,1583020800000,PSB,28.4,PSEG
OFFPEAK,1585699200000,PSB,21.45,PSEG
OFFPEAK,1588291200000,PSB,19.05,PSEG
OFFPEAK,1590969600000,PSB,18.4,PSEG
OFFPEAK,1593561600000,PSB,24.55,PSEG
OFFPEAK,1596240000000,PSB,22.85,PSEG
OFFPEAK,1598918400000,PSB,19.3,PSEG
OFFPEAK,1601510400000,PSB,19.5,PSEG
OFFPEAK,1604188800000,PSB,20.4,PSEG
OFFPEAK,1606780800000,PSB,27.75,PSEG
OFFPEAK,1609459200000,PSB,48.45,PSEG
OFFPEAK,1612137600000,PSB,45.15,PSEG
OFFPEAK,1614556800000,PSB,27.25,PSEG
OFFPEAK,1617235200000,PSB,20.55,PSEG
OFFPEAK,1619827200000,PSB,17.85,PSEG
OFFPEAK,1622505600000,PSB,17.9,PSEG
OFFPEAK,1625097600000,PSB,23.5,PSEG
OFFPEAK,1627776000000,PSB,21.65,PSEG
OFFPEAK,1630454400000,PSB,17.75,PSEG
OFFPEAK,1633046400000,PSB,18.5,PSEG
OFFPEAK,1635724800000,PSB,19.5,PSEG
OFFPEAK,1638316800000,PSB,26.4,PSEG
OFFPEAK,1640995200000,PSB,46.8,PSEG
OFFPEAK,1643673600000,PSB,43.6,PSEG
OFFPEAK,1646092800000,PSB,27,PSEG
ONPEAK,1554076800000,PTB,30.5,AECO
ONPEAK,1556668800000,PTB,26.55,AECO
ONPEAK,1559347200000,PTB,27.15,AECO
ONPEAK,1561939200000,PTB,37.2,AECO
ONPEAK,1564617600000,PTB,35.15,AECO
ONPEAK,1567296000000,PTB,30.1,AECO
ONPEAK,1569888000000,PTB,28.2,AECO
ONPEAK,1572566400000,PTB,29,AECO
ONPEAK,1575158400000,PTB,35.8,AECO
ONPEAK,1577836800000,PTB,59.25,AECO
ONPEAK,1580515200000,PTB,55.9,AECO
ONPEAK,1583020800000,PTB,36.45,AECO
ONPEAK,1585699200000,PTB,29.5,AECO
ONPEAK,1588291200000,PTB,29.6,AECO
ONPEAK,1590969600000,PTB,30,AECO
ONPEAK,1593561600000,PTB,38.7,AECO
ONPEAK,1596240000000,PTB,35.1,AECO
ONPEAK,1598918400000,PTB,29.9,AECO
ONPEAK,1601510400000,PTB,27.75,AECO
ONPEAK,1604188800000,PTB,28.5,AECO
ONPEAK,1606780800000,PTB,34.95,AECO
ONPEAK,1609459200000,PTB,54.65,AECO
ONPEAK,1612137600000,PTB,50.55,AECO
ONPEAK,1614556800000,PTB,34.4,AECO
ONPEAK,1617235200000,PTB,27.25,AECO
ONPEAK,1619827200000,PTB,27.95,AECO
ONPEAK,1622505600000,PTB,27.1,AECO
ONPEAK,1625097600000,PTB,35.25,AECO
ONPEAK,1627776000000,PTB,31.9,AECO
ONPEAK,1630454400000,PTB,27.3,AECO
ONPEAK,1633046400000,PTB,25.9,AECO
ONPEAK,1635724800000,PTB,26.8,AECO
ONPEAK,1638316800000,PTB,32.75,AECO
ONPEAK,1640995200000,PTB,52,AECO
ONPEAK,1643673600000,PTB,48.3,AECO
ONPEAK,1646092800000,PTB,33.5,AECO
OFFPEAK,1554076800000,PTD,22.9,AECO
OFFPEAK,1556668800000,PTD,18.05,AECO
OFFPEAK,1559347200000,PTD,18.6,AECO
OFFPEAK,1561939200000,PTD,24.15,AECO
OFFPEAK,1564617600000,PTD,22.3,AECO
OFFPEAK,1567296000000,PTD,19.75,AECO
OFFPEAK,1569888000000,PTD,21.1,AECO
OFFPEAK,1572566400000,PTD,21.8,AECO
OFFPEAK,1575158400000,PTD,28.6,AECO
OFFPEAK,1577836800000,PTD,47.45,AECO
OFFPEAK,1580515200000,PTD,45.05,AECO
OFFPEAK,1583020800000,PTD,26.85,AECO
OFFPEAK,1585699200000,PTD,20.95,AECO
OFFPEAK,1588291200000,PTD,18.25,AECO
OFFPEAK,1590969600000,PTD,17.15,AECO
OFFPEAK,1593561600000,PTD,22.7,AECO
OFFPEAK,1596240000000,PTD,21.25,AECO
OFFPEAK,1598918400000,PTD,18.35,AECO
OFFPEAK,1601510400000,PTD,18.6,AECO
OFFPEAK,1604188800000,PTD,19.4,AECO
OFFPEAK,1606780800000,PTD,26,AECO
OFFPEAK,1609459200000,PTD,45.95,AECO
OFFPEAK,1612137600000,PTD,43.35,AECO
OFFPEAK,1614556800000,PTD,25.75,AECO
OFFPEAK,1617235200000,PTD,19.75,AECO
OFFPEAK,1619827200000,PTD,17,AECO
OFFPEAK,1622505600000,PTD,17,AECO
OFFPEAK,1625097600000,PTD,21.45,AECO
OFFPEAK,1627776000000,PTD,20.1,AECO
OFFPEAK,1630454400000,PTD,16.55,AECO
OFFPEAK,1633046400000,PTD,17.45,AECO
OFFPEAK,1635724800000,PTD,18.2,AECO
OFFPEAK,1638316800000,PTD,24.75,AECO
OFFPEAK,1640995200000,PTD,43.75,AECO
OFFPEAK,1643673600000,PTD,41.45,AECO
OFFPEAK,1646092800000,PTD,25.95,AECO
ONPEAK,1554076800000,PUB,36.35,APS
ONPEAK,1556668800000,PUB,33,APS
ONPEAK,1559347200000,PUB,33.05,APS
ONPEAK,1561939200000,PUB,38.9,APS
ONPEAK,1564617600000,PUB,36.55,APS
ONPEAK,1567296000000,PUB,35.8,APS
ONPEAK,1569888000000,PUB,33.95,APS
ONPEAK,1572566400000,PUB,34.35,APS
ONPEAK,1575158400000,PUB,37.8,APS
ONPEAK,1577836800000,PUB,52.65,APS
ONPEAK,1580515200000,PUB,49.5,APS
ONPEAK,1583020800000,PUB,38.3,APS
ONPEAK,1585699200000,PUB,34.4,APS
ONPEAK,1588291200000,PUB,34.55,APS
ONPEAK,1590969600000,PUB,34.2,APS
ONPEAK,1593561600000,PUB,39.75,APS
ONPEAK,1596240000000,PUB,36.6,APS
ONPEAK,1598918400000,PUB,34.9,APS
ONPEAK,1601510400000,PUB,32.9,APS
ONPEAK,1604188800000,PUB,32.75,APS
ONPEAK,1606780800000,PUB,35.75,APS
ONPEAK,1609459200000,PUB,50.6,APS
ONPEAK,1612137600000,PUB,47,APS
ONPEAK,1614556800000,PUB,37.4,APS
ONPEAK,1617235200000,PUB,33.2,APS
ONPEAK,1619827200000,PUB,33.75,APS
ONPEAK,1622505600000,PUB,33.1,APS
ONPEAK,1625097600000,PUB,38.8,APS
ONPEAK,1627776000000,PUB,35.6,APS
ONPEAK,1630454400000,PUB,32.9,APS
ONPEAK,1633046400000,PUB,31.8,APS
ONPEAK,1635724800000,PUB,31.9,APS
ONPEAK,1638316800000,PUB,34.5,APS
ONPEAK,1640995200000,PUB,49,APS
ONPEAK,1643673600000,PUB,45.65,APS
ONPEAK,1646092800000,PUB,36.95,APS
OFFPEAK,1554076800000,PUD,27.25,APS
OFFPEAK,1556668800000,PUD,23.2,APS
OFFPEAK,1559347200000,PUD,23.6,APS
OFFPEAK,1561939200000,PUD,26,APS
OFFPEAK,1564617600000,PUD,24.15,APS
OFFPEAK,1567296000000,PUD,24.45,APS
OFFPEAK,1569888000000,PUD,25.25,APS
OFFPEAK,1572566400000,PUD,25.8,APS
OFFPEAK,1575158400000,PUD,29.75,APS
OFFPEAK,1577836800000,PUD,44.4,APS
OFFPEAK,1580515200000,PUD,41.1,APS
OFFPEAK,1583020800000,PUD,30.2,APS
OFFPEAK,1585699200000,PUD,25.75,APS
OFFPEAK,1588291200000,PUD,23.5,APS
OFFPEAK,1590969600000,PUD,22.4,APS
OFFPEAK,1593561600000,PUD,25.55,APS
OFFPEAK,1596240000000,PUD,23.8,APS
OFFPEAK,1598918400000,PUD,23.35,APS
OFFPEAK,1601510400000,PUD,23.8,APS
OFFPEAK,1604188800000,PUD,24.1,APS
OFFPEAK,1606780800000,PUD,27.7,APS
OFFPEAK,1609459200000,PUD,42.45,APS
OFFPEAK,1612137600000,PUD,39.2,APS
OFFPEAK,1614556800000,PUD,29.2,APS
OFFPEAK,1617235200000,PUD,24.35,APS
OFFPEAK,1619827200000,PUD,21.75,APS
OFFPEAK,1622505600000,PUD,21.65,APS
OFFPEAK,1625097600000,PUD,24.6,APS
OFFPEAK,1627776000000,PUD,22.9,APS
OFFPEAK,1630454400000,PUD,21.9,APS
OFFPEAK,1633046400000,PUD,22.7,APS
OFFPEAK,1635724800000,PUD,22.9,APS
OFFPEAK,1638316800000,PUD,26.3,APS
OFFPEAK,1640995200000,PUD,41.2,APS
OFFPEAK,1643673600000,PUD,38.2,APS
OFFPEAK,1646092800000,PUD,29.15,APS
ONPEAK,1554076800000,PXB,34.1,DPL
ONPEAK,1556668800000,PXB,30.05,DPL
ONPEAK,1559347200000,PXB,31,DPL
ONPEAK,1561939200000,PXB,41.05,DPL
ONPEAK,1564617600000,PXB,39.5,DPL
ONPEAK,1567296000000,PXB,33.05,DPL
ONPEAK,1569888000000,PXB,31.35,DPL
ONPEAK,1572566400000,PXB,32.25,DPL
ONPEAK,1575158400000,PXB,38.15,DPL
ONPEAK,1577836800000,PXB,60.05,DPL
ONPEAK,1580515200000,PXB,57,DPL
ONPEAK,1583020800000,PXB,38.65,DPL
ONPEAK,1585699200000,PXB,31.3,DPL
ONPEAK,1588291200000,PXB,31.45,DPL
ONPEAK,1590969600000,PXB,31.7,DPL
ONPEAK,1593561600000,PXB,41.55,DPL
ONPEAK,1596240000000,PXB,38.6,DPL
ONPEAK,1598918400000,PXB,32.7,DPL
ONPEAK,1601510400000,PXB,30.1,DPL
ONPEAK,1604188800000,PXB,30.3,DPL
ONPEAK,1606780800000,PXB,37.1,DPL
ONPEAK,1609459200000,PXB,57.1,DPL
ONPEAK,1612137600000,PXB,53.3,DPL
ONPEAK,1614556800000,PXB,37.65,DPL
ONPEAK,1617235200000,PXB,30.2,DPL
ONPEAK,1619827200000,PXB,30.85,DPL
ONPEAK,1622505600000,PXB,30.15,DPL
ONPEAK,1625097600000,PXB,39.15,DPL
ONPEAK,1627776000000,PXB,36.35,DPL
ONPEAK,1630454400000,PXB,30.6,DPL
ONPEAK,1633046400000,PXB,29.05,DPL
ONPEAK,1635724800000,PXB,29.45,DPL
ONPEAK,1638316800000,PXB,35.8,DPL
ONPEAK,1640995200000,PXB,58,DPL
ONPEAK,1643673600000,PXB,54.05,DPL
ONPEAK,1646092800000,PXB,36.2,DPL
OFFPEAK,1554076800000,PXD,25.45,DPL
OFFPEAK,1556668800000,PXD,20.6,DPL
OFFPEAK,1559347200000,PXD,21.5,DPL
OFFPEAK,1561939200000,PXD,25.7,DPL
OFFPEAK,1564617600000,PXD,23.9,DPL
OFFPEAK,1567296000000,PXD,22.45,DPL
OFFPEAK,1569888000000,PXD,23.85,DPL
OFFPEAK,1572566400000,PXD,24.4,DPL
OFFPEAK,1575158400000,PXD,30.9,DPL
OFFPEAK,1577836800000,PXD,50.35,DPL
OFFPEAK,1580515200000,PXD,47,DPL
OFFPEAK,1583020800000,PXD,29.6,DPL
OFFPEAK,1585699200000,PXD,23,DPL
OFFPEAK,1588291200000,PXD,20.55,DPL
OFFPEAK,1590969600000,PXD,20.1,DPL
OFFPEAK,1593561600000,PXD,25.85,DPL
OFFPEAK,1596240000000,PXD,24.2,DPL
OFFPEAK,1598918400000,PXD,21,DPL
OFFPEAK,1601510400000,PXD,21.05,DPL
OFFPEAK,1604188800000,PXD,21.6,DPL
OFFPEAK,1606780800000,PXD,27.95,DPL
OFFPEAK,1609459200000,PXD,48.8,DPL
